NM_SUBPRODUTO;RESULTADO;
subphhh;-2.475E8
subpoooo;-24.11567378
subphhh;-2.475E8
subphhh;2.475E8
subphhh;-1.875E8
subpoooo;-103.37225175
subpoooo;24.11567378
subpoooo;103.37225175
subpoooo;-84.5021663
subphhh;1.875E8
subpoooo;208.79508775
subphhh;-6.25E7
subphhh;2.475E8
subphhh;-6.25E7
subphhh;6.25E7
subphhh;-1.875E8
subphhh;6.25E7
subphhh;1.875E8
subpoooo;84.5021663
subpoooo;729724.336
subpoooo;-10102.938375
subpoooo;2818281.0475
subpoooo;-1511263.3085
subpoooo;0.3362072725
subpoooo;1437548.686
subpoooo;388366.455
subpoooo;-67.4331654
subpoooo;2.0358793425
subpoooo;-1209035.6725
subpoooo;-275491.88275
subpoooo;334769.639
subpoooo;-1095346.0805
subpoooo;-2.0358793425
subpoooo;12500.0
subpoooo;-31.63133705
subpoooo;-0.02465606
subpiii;-2.025E7
subpoooo;-12.3141271
subpoooo;-29.735155325
subpoooo;82.45462325
subpoooo;10000.0
subpyyy;-31.25
subpoooo;50000.0
subpyyy;37.5
subpyyy;-37.5
subpqqq;625000.0
subpiii;1250000.0
subpoooo;-0.020082675
subpoooo;-1.656736885
subphhh;70000.0
subpoooo;2081778.806
subpoooo;-43.1323261
subpoooo;-18.398855135
subpoooo;-5378.51278
subpoooo;-22.86777426
subpiii;5250000.0
subpyyy;-31.25
subpiii;5250000.0
subpiii;2.3625E8
subpyyy;31.25
subpyyy;31.25
subphhh;108250.0
subpyyy;37.5
subpoooo;-0.0953790575
subpoooo;-0.195428525
subpoooo;-3.9201183975
subphhh;6.25E7
subphhh;-13722.415
subpyyy;37.5
subpyyy;-31.25
subpoooo;-73.77121945
subphhh;1250000.0
subpyyy;31.25
subpoooo;5378.51278
subpiii;1.25E7
subpiii;-2.1125E7
subpoooo;-208.79508775
subphhh;-30000.0
subpoooo;2788.9334575
subpoooo;-0.19112274
subpoooo;-0.4728185875
subpoooo;7259.00061
subphhh;-25000.0
subpoooo;-0.48943137
subpoooo;10095.24324
subpoooo;4605.721875
subpoooo;10467.550205
subpoooo;2955.488265
subphhh;1.875E8
subphhh;-1.875E8
subphhh;-6.25E7
subpoooo;50000.0
subpoooo;-22.86777426
subpoooo;12500.0
subpoooo;-729724.336
subpoooo;1511263.3085
subphhh;30000.0
subpoooo;-6.454611175
subpoooo;-5378.51278
subpoooo;-334769.639
subpoooo;-1511263.3085
subpoooo;10512.67962
subpoooo;0.082951005
subpoooo;-41.426028575
subpoooo;5313.754795
subpoooo;-103.37225175
subpoooo;-1.656736885
subpoooo;3907.88504
subpoooo;13956.733605
subpoooo;34891.834775
subpoooo;1213520.8745
subphhh;2.475E8
subpoooo;-15225.933225
subpoooo;28309.2905
subpoooo;-2.0358793425
subpoooo;-0.3362072725
subpoooo;84.5021663
subpoooo;2818281.0475
subpoooo;-0.020082675
subpoooo;-18.398855135
subpoooo;-6.454611175
subpoooo;-0.02465606
subphhh;-30000.0
subpoooo;152960.0076
subpoooo;12500.0
subpoooo;-15225.933225
subpoooo;-29.735155325
subpoooo;-5.213675845
subpoooo;729724.336
subpyyy;37.5
subpoooo;-73.77121945
subphhh;1250000.0
subpyyy;-31.25
subpiii;7875000.0
subpyyy;31.25
subphhh;91250.0
subpoooo;1095346.0805
subphhh;500000.0
subpyyy;-31.25
subpoooo;-15.112716105
subphhh;-108250.0
subpyyy;-31.25
subpyyy;37.5
subpiii;1.85E7
subpyyy;-37.5
subpiii;2500000.0
subphhh;14348.925
subpoooo;-84.5021663
subphhh;108250.0
subpoooo;-0.7053022325
subpoooo;-1437548.686
subpyyy;-31.25
subpiii;4375000.0
subpiii;-2500000.0
subphhh;70000.0
subpoooo;2788.9334575
subpoooo;43.1323261
subpoooo;-43.1323261
subpoooo;0.175891175
subphhh;-25000.0
subpoooo;-3574.536865
subpoooo;52665.5801
subpoooo;-0.1160272175
subpqqq;-12.5
subpiii;4375000.0
subpoooo;-12.3141271
subpoooo;10467.550205
subpoooo;-0.4728185875
subpoooo;-0.4728185875
subpyyy;31.25
subpoooo;-0.4134343525
subpoooo;15225.933225
subpoooo;7259.00061
subpoooo;17445.917005
subpiii;6250000.0
subpoooo;-334769.639
subpoooo;687.322325
subpiii;-2.1125E7
subpoooo;34891.834775
subpoooo;15.112716105
subpoooo;-208.79508775
subpoooo;2955.488265
subpoooo;41.426028575
subpoooo;-2818281.0475
subpoooo;10512.67962
subpoooo;8576.20667
subpoooo;-5349.73163
subpoooo;-5313.754795
subpoooo;-10.61825082
subpoooo;-2.3520710375
subphhh;-108250.0
subpoooo;-729724.336
subpoooo;1511263.3085
subpoooo;-1213520.8745
subphhh;-250000.0
subpiii;4375000.0
subpoooo;275491.88275
subpoooo;0.082951005
subpyyy;31.25
subpyyy;-31.25
subpoooo;0.4173843175
subpoooo;0.0850102425
subpoooo;1213520.8745
subpoooo;-388366.455
subpoooo;0.6434594675
subpoooo;-82.45462325
subpoooo;152960.0076
subpoooo;784868.77
subpoooo;1095346.0805
subpoooo;-41.426028575
subpyyy;31.25
subphhh;25000.0
subphhh;-91250.0
subpoooo;10337.242525
subpiii;-3000000.0
subpoooo;-5.213675845
subpiii;-7125000.0
subpoooo;67.4331654
subpoooo;-0.3362072725
subpoooo;-15.112716105
subpoooo;-28309.2905
subpoooo;28309.2905
subpoooo;37500.0
subpoooo;50000.0
subphhh;13722.415
subpyyy;-37.5
subpoooo;-0.19661454
subphhh;91250.0
subphhh;500000.0
subpoooo;1404.4152635
subpoooo;18.398855135
subpoooo;-0.3516355275
subpyyy;-31.25
subpiii;1.85E7
subpyyy;-37.5
subpoooo;-9.407425515
subphhh;250000.0
subpoooo;31.63133705
subpiii;-1.25E7
subpyyy;31.25
subpyyy;-31.25
subpoooo;-0.359942415
subpoooo;-0.4134343525
subpoooo;784868.77
subphhh;-70000.0
subpoooo;10000.0
subpoooo;1209035.6725
subphhh;-1.875E8
subphhh;-2.475E8
subpiii;2500000.0
subpiii;6250000.0
subpiii;4375000.0
subpoooo;47750.1259
subpiii;1250000.0
subpoooo;-1437548.686
subpoooo;-0.966893545
subphhh;750000.0
subpoooo;15225.933225
subpoooo;-3574.536865
subpoooo;17445.917005
subpiii;1.875E7
subpoooo;-82.45462325
subpoooo;8576.20667
subphhh;2.475E8
subphhh;-2.475E8
subphhh;14348.925
subpoooo;-0.193378725
subpoooo;-0.21729168
subpyyy;-31.25
subphhh;-14348.925
subpoooo;6.454611175
subpqqq;-625000.0
subpoooo;-1213520.8745
subpoooo;23875.06257
subpoooo;10337.242525
subpoooo;-0.1160272175
subpoooo;-0.4728185875
subpoooo;-1209035.6725
subpoooo;22.86777426
subpoooo;73.77121945
subpiii;3000000.0
subpoooo;5349.73163
subpoooo;-0.7053022325
subpoooo;84264.9282
subpoooo;52665.5801
subpoooo;-8.528851905
subpoooo;2177.699703
subpiii;-2.025E7
subpyyy;31.25
subpoooo;-0.298780965
subpoooo;-0.221410395
subpoooo;118632.2395
subpoooo;82.45462325
subpoooo;2.0358793425
subpyyy;31.25
subpyyy;-31.25
subphhh;1.875E8
subphhh;-6.25E7
subpoooo;-5349.73163
subpoooo;-5313.754795
subpoooo;37500.0
subpoooo;334769.639
subpoooo;67.4331654
subpoooo;0.175891175
subpiii;1.25E7
subpoooo;275491.88275
subpoooo;0.4173843175
subpiii;-3000000.0
subpoooo;-388366.455
subpoooo;10102.938375
subpoooo;50000.0
subpyyy;-31.25
subpoooo;24.11567378
subpoooo;-1095346.0805
subphhh;250000.0
subpoooo;13956.733605
subpyyy;-37.5
subpoooo;5378.51278
subpyyy;-31.25
subphhh;-14348.925
subpyyy;31.25
subpiii;5250000.0
subpoooo;-275491.88275
subpoooo;103.37225175
subpoooo;31.63133705
subpoooo;-31.63133705
subphhh;30000.0
subpoooo;1404.4152635
subpoooo;-3.9201183975
subpoooo;18.398855135
subpiii;-7125000.0
subpoooo;-0.298780965
subpoooo;-0.221410395
subpoooo;22311.467665
subpoooo;47750.1259
subpoooo;-28309.2905
subpoooo;0.3362072725
subpoooo;15.112716105
subphhh;13722.415
subpoooo;-0.0953790575
subpoooo;-0.19112274
subpoooo;5313.754795
subpoooo;-10.61825082
subpoooo;-10102.938375
subpoooo;-2818281.0475
subphhh;-70000.0
subpyyy;31.25
subphhh;750000.0
subpyyy;31.25
subphhh;-250000.0
subpyyy;-31.25
subpoooo;-9.407425515
subpoooo;-60.9467269
subphhh;25000.0
subpyyy;-37.5
subphhh;-13722.415
subpiii;3000000.0
subpiii;1250000.0
subphhh;8750000.0
subpiii;1250000.0
subpiii;1.875E7
subpoooo;-0.966893545
subpoooo;-0.195428525
subpoooo;10095.24324
subpoooo;-0.21729168
subpoooo;-0.0840517275
subpiii;5250000.0
subpoooo;-8.528851905
subpoooo;4605.721875
subpqqq;12.5
subpoooo;23875.06257
subpoooo;84264.9282
subpoooo;-0.193378725
subpoooo;-0.48943137
subpoooo;2177.699703
subpoooo;118632.2395
subpoooo;12500.0
subpoooo;22.86777426
subpoooo;73.77121945
subpoooo;10102.938375
subpoooo;1209035.6725
subpoooo;6.454611175
subpoooo;43.1323261
subpoooo;-60.9467269
subpiii;-2500000.0
subphhh;8750000.0
subpyyy;-31.25
subpyyy;31.25
subpyyy;31.25
subpoooo;22311.467665
subpoooo;687.322325
subpoooo;-0.0881697625
subpoooo;-0.0840517275
subphhh;6.25E7
subpoooo;208.79508775
subpoooo;2081778.806
subpoooo;0.6434594675
subpoooo;0.0850102425
subpoooo;1437548.686
subpoooo;388366.455
subpoooo;41.426028575
subpoooo;-67.4331654
subpoooo;-24.11567378
subpoooo;-2.3520710375
subpoooo;-0.19661454
subpoooo;-0.3516355275
subpyyy;31.25
subpiii;-1.25E7
subpyyy;37.5
subphhh;-91250.0
subpoooo;-0.359942415
subpoooo;3907.88504
subpoooo;-0.0881697625
subpoooo;5349.73163
